configuration,average
"ranker_{""alpha"": 0.0}_orderer_{""k"": 4}_tiler_{""word_limit"": 175}_rouge_{}_",0.30834117652872656
"ranker_{""alpha"": 0.0}_orderer_{""k"": 3}_tiler_{""word_limit"": 75}_rouge_{}_",0.3137890116528904
"ranker_{""alpha"": 0.0}_orderer_{""k"": 2}_tiler_{""word_limit"": 25}_rouge_{}_",0.262737089379001
"ranker_{""alpha"": 0.0}_orderer_{""k"": 3}_tiler_{""word_limit"": 150}_rouge_{}_",0.312401813186443
"ranker_{""alpha"": 0.0}_orderer_{""k"": 4}_tiler_{""word_limit"": 200}_rouge_{}_",0.3067686558331417
"ranker_{""alpha"": 0.0}_orderer_{""k"": 3}_tiler_{""word_limit"": 100}_rouge_{}_",0.3166495276625552
"ranker_{""alpha"": 0.0}_orderer_{""k"": 3}_tiler_{""word_limit"": 125}_rouge_{}_",0.3153183041956204
"ranker_{""alpha"": 0.0}_orderer_{""k"": 4}_tiler_{""word_limit"": 300}_rouge_{}_",0.3001369271761573
"ranker_{""alpha"": 0.0}_orderer_{""k"": 2}_tiler_{""word_limit"": 50}_rouge_{}_",0.30299107404827563
"ranker_{""alpha"": 0.0}_orderer_{""k"": 2}_tiler_{""word_limit"": 75}_rouge_{}_",0.3143522459104885
"ranker_{""alpha"": 0.0}_orderer_{""k"": 3}_tiler_{""word_limit"": 250}_rouge_{}_",0.30210273056587433
"ranker_{""alpha"": 0.0}_orderer_{""k"": 3}_tiler_{""word_limit"": 175}_rouge_{}_",0.3090558272574904
"ranker_{""alpha"": 0.0}_orderer_{""k"": 3}_tiler_{""word_limit"": 200}_rouge_{}_",0.30663561378049903
"ranker_{""alpha"": 0.0}_orderer_{""k"": 2}_tiler_{""word_limit"": 100}_rouge_{}_",0.31385346517372387
"ranker_{""alpha"": 0.0}_orderer_{""k"": 3}_tiler_{""word_limit"": 275}_rouge_{}_",0.30082301160805824
"ranker_{""alpha"": 0.0}_orderer_{""k"": 3}_tiler_{""word_limit"": 300}_rouge_{}_",0.3002458333923493
"ranker_{""alpha"": 0.0}_orderer_{""k"": 2}_tiler_{""word_limit"": 250}_rouge_{}_",0.30286758515954654
"ranker_{""alpha"": 0.0}_orderer_{""k"": 2}_tiler_{""word_limit"": 125}_rouge_{}_",0.3142294942651077
"ranker_{""alpha"": 0.0}_orderer_{""k"": 3}_tiler_{""word_limit"": 225}_rouge_{}_",0.3041368172278382
"ranker_{""alpha"": 0.0}_orderer_{""k"": 2}_tiler_{""word_limit"": 225}_rouge_{}_",0.304403522913658
"ranker_{""alpha"": 0.0}_orderer_{""k"": 2}_tiler_{""word_limit"": 150}_rouge_{}_",0.3108710519706045
"ranker_{""alpha"": 0.0}_orderer_{""k"": 2}_tiler_{""word_limit"": 175}_rouge_{}_",0.3079985253779854
"ranker_{""alpha"": 0.0}_orderer_{""k"": 9}_tiler_{""word_limit"": 50}_rouge_{}_",0.307863483630183
"ranker_{""alpha"": 0.0}_orderer_{""k"": 9}_tiler_{""word_limit"": 25}_rouge_{}_",0.2614731273802866
"ranker_{""alpha"": 0.0}_orderer_{""k"": 2}_tiler_{""word_limit"": 200}_rouge_{}_",0.3068999069895518
"ranker_{""alpha"": 0.0}_orderer_{""k"": 2}_tiler_{""word_limit"": 300}_rouge_{}_",0.3004836147681495
"ranker_{""alpha"": 0.0}_orderer_{""k"": 9}_tiler_{""word_limit"": 75}_rouge_{}_",0.3150785222200241
"ranker_{""alpha"": 0.0}_orderer_{""k"": 8}_tiler_{""word_limit"": 25}_rouge_{}_",0.26284363939759486
"ranker_{""alpha"": 0.0}_orderer_{""k"": 9}_tiler_{""word_limit"": 100}_rouge_{}_",0.31633449819190224
"ranker_{""alpha"": 0.0}_orderer_{""k"": 2}_tiler_{""word_limit"": 275}_rouge_{}_",0.30138521590175116
"ranker_{""alpha"": 0.0}_orderer_{""k"": 8}_tiler_{""word_limit"": 75}_rouge_{}_",0.31306000811032386
"ranker_{""alpha"": 0.0}_orderer_{""k"": 9}_tiler_{""word_limit"": 150}_rouge_{}_",0.3136118235120069
"ranker_{""alpha"": 0.0}_orderer_{""k"": 9}_tiler_{""word_limit"": 175}_rouge_{}_",0.31024523050925135
"ranker_{""alpha"": 0.0}_orderer_{""k"": 9}_tiler_{""word_limit"": 200}_rouge_{}_",0.30757680805853543
"ranker_{""alpha"": 0.0}_orderer_{""k"": 9}_tiler_{""word_limit"": 125}_rouge_{}_",0.31618694926791185
"ranker_{""alpha"": 0.0}_orderer_{""k"": 8}_tiler_{""word_limit"": 125}_rouge_{}_",0.31426135017775153
"ranker_{""alpha"": 0.0}_orderer_{""k"": 8}_tiler_{""word_limit"": 50}_rouge_{}_",0.30474277852492937
"ranker_{""alpha"": 0.0}_orderer_{""k"": 9}_tiler_{""word_limit"": 250}_rouge_{}_",0.30267905025401726
"ranker_{""alpha"": 0.0}_orderer_{""k"": 8}_tiler_{""word_limit"": 175}_rouge_{}_",0.30834117652872656
"ranker_{""alpha"": 0.0}_orderer_{""k"": 6}_tiler_{""word_limit"": 25}_rouge_{}_",0.262737089379001
"ranker_{""alpha"": 0.0}_orderer_{""k"": 8}_tiler_{""word_limit"": 100}_rouge_{}_",0.31516680874376496
"ranker_{""alpha"": 0.0}_orderer_{""k"": 9}_tiler_{""word_limit"": 275}_rouge_{}_",0.3013713438940958
"ranker_{""alpha"": 0.0}_orderer_{""k"": 9}_tiler_{""word_limit"": 225}_rouge_{}_",0.3044799940846539
"ranker_{""alpha"": 0.0}_orderer_{""k"": 9}_tiler_{""word_limit"": 300}_rouge_{}_",0.30060045378605843
"ranker_{""alpha"": 0.0}_orderer_{""k"": 6}_tiler_{""word_limit"": 100}_rouge_{}_",0.31385346517372387
"ranker_{""alpha"": 0.0}_orderer_{""k"": 8}_tiler_{""word_limit"": 200}_rouge_{}_",0.3067686558331417
"ranker_{""alpha"": 0.0}_orderer_{""k"": 6}_tiler_{""word_limit"": 125}_rouge_{}_",0.3142294942651077
"ranker_{""alpha"": 0.0}_orderer_{""k"": 6}_tiler_{""word_limit"": 75}_rouge_{}_",0.3143522459104885
"ranker_{""alpha"": 0.0}_orderer_{""k"": 6}_tiler_{""word_limit"": 50}_rouge_{}_",0.30299107404827563
"ranker_{""alpha"": 0.0}_orderer_{""k"": 7}_tiler_{""word_limit"": 25}_rouge_{}_",0.26221983832360607
"ranker_{""alpha"": 0.0}_orderer_{""k"": 8}_tiler_{""word_limit"": 150}_rouge_{}_",0.31211413988170955
"ranker_{""alpha"": 0.0}_orderer_{""k"": 8}_tiler_{""word_limit"": 225}_rouge_{}_",0.30434926418429104
"ranker_{""alpha"": 0.0}_orderer_{""k"": 7}_tiler_{""word_limit"": 75}_rouge_{}_",0.3137890116528904
"ranker_{""alpha"": 0.0}_orderer_{""k"": 6}_tiler_{""word_limit"": 200}_rouge_{}_",0.3068999069895518
"ranker_{""alpha"": 0.0}_orderer_{""k"": 8}_tiler_{""word_limit"": 250}_rouge_{}_",0.30213086895828284
"ranker_{""alpha"": 0.0}_orderer_{""k"": 8}_tiler_{""word_limit"": 300}_rouge_{}_",0.3001369271761573
"ranker_{""alpha"": 0.0}_orderer_{""k"": 6}_tiler_{""word_limit"": 225}_rouge_{}_",0.304403522913658
"ranker_{""alpha"": 0.0}_orderer_{""k"": 6}_tiler_{""word_limit"": 150}_rouge_{}_",0.3108710519706045
"ranker_{""alpha"": 0.0}_orderer_{""k"": 7}_tiler_{""word_limit"": 50}_rouge_{}_",0.30795678836938123
"ranker_{""alpha"": 0.0}_orderer_{""k"": 6}_tiler_{""word_limit"": 175}_rouge_{}_",0.3079985253779854
"ranker_{""alpha"": 0.0}_orderer_{""k"": 10}_tiler_{""word_limit"": 25}_rouge_{}_",0.2614731273802866
"ranker_{""alpha"": 0.0}_orderer_{""k"": 7}_tiler_{""word_limit"": 175}_rouge_{}_",0.3090558272574904
"ranker_{""alpha"": 0.0}_orderer_{""k"": 8}_tiler_{""word_limit"": 275}_rouge_{}_",0.30083823974690493
"ranker_{""alpha"": 0.0}_orderer_{""k"": 6}_tiler_{""word_limit"": 250}_rouge_{}_",0.30286758515954654
"ranker_{""alpha"": 0.0}_orderer_{""k"": 10}_tiler_{""word_limit"": 75}_rouge_{}_",0.3150785222200241
"ranker_{""alpha"": 0.0}_orderer_{""k"": 7}_tiler_{""word_limit"": 200}_rouge_{}_",0.30663561378049903
"ranker_{""alpha"": 0.0}_orderer_{""k"": 7}_tiler_{""word_limit"": 100}_rouge_{}_",0.3166495276625552
"ranker_{""alpha"": 0.0}_orderer_{""k"": 10}_tiler_{""word_limit"": 50}_rouge_{}_",0.307863483630183
"ranker_{""alpha"": 0.0}_orderer_{""k"": 6}_tiler_{""word_limit"": 275}_rouge_{}_",0.30138521590175116
"ranker_{""alpha"": 0.0}_orderer_{""k"": 10}_tiler_{""word_limit"": 125}_rouge_{}_",0.31618694926791185
"ranker_{""alpha"": 0.0}_orderer_{""k"": 7}_tiler_{""word_limit"": 125}_rouge_{}_",0.3153183041956204
"ranker_{""alpha"": 0.0}_orderer_{""k"": 7}_tiler_{""word_limit"": 150}_rouge_{}_",0.312401813186443
"ranker_{""alpha"": 0.0}_orderer_{""k"": 10}_tiler_{""word_limit"": 100}_rouge_{}_",0.31633449819190224
"ranker_{""alpha"": 0.05}_orderer_{""k"": 2}_tiler_{""word_limit"": 50}_rouge_{}_",0.3037622227444258
"ranker_{""alpha"": 0.0}_orderer_{""k"": 7}_tiler_{""word_limit"": 225}_rouge_{}_",0.3041368172278382
"ranker_{""alpha"": 0.0}_orderer_{""k"": 6}_tiler_{""word_limit"": 300}_rouge_{}_",0.3004836147681495
"ranker_{""alpha"": 0.0}_orderer_{""k"": 7}_tiler_{""word_limit"": 250}_rouge_{}_",0.30210273056587433
"ranker_{""alpha"": 0.0}_orderer_{""k"": 10}_tiler_{""word_limit"": 150}_rouge_{}_",0.3136118235120069
"ranker_{""alpha"": 0.05}_orderer_{""k"": 2}_tiler_{""word_limit"": 25}_rouge_{}_",0.2607059798419656
"ranker_{""alpha"": 0.05}_orderer_{""k"": 2}_tiler_{""word_limit"": 75}_rouge_{}_",0.3121010787924576
"ranker_{""alpha"": 0.0}_orderer_{""k"": 10}_tiler_{""word_limit"": 175}_rouge_{}_",0.31024523050925135
"ranker_{""alpha"": 0.05}_orderer_{""k"": 4}_tiler_{""word_limit"": 75}_rouge_{}_",0.31417798544045805
"ranker_{""alpha"": 0.05}_orderer_{""k"": 4}_tiler_{""word_limit"": 50}_rouge_{}_",0.3035951798948948
"ranker_{""alpha"": 0.0}_orderer_{""k"": 10}_tiler_{""word_limit"": 250}_rouge_{}_",0.30267905025401726
"ranker_{""alpha"": 0.0}_orderer_{""k"": 7}_tiler_{""word_limit"": 275}_rouge_{}_",0.30082301160805824
"ranker_{""alpha"": 0.0}_orderer_{""k"": 10}_tiler_{""word_limit"": 275}_rouge_{}_",0.3013713438940958
"ranker_{""alpha"": 0.0}_orderer_{""k"": 10}_tiler_{""word_limit"": 300}_rouge_{}_",0.30060045378605843
"ranker_{""alpha"": 0.0}_orderer_{""k"": 10}_tiler_{""word_limit"": 200}_rouge_{}_",0.30757680805853543
"ranker_{""alpha"": 0.0}_orderer_{""k"": 10}_tiler_{""word_limit"": 225}_rouge_{}_",0.3044799940846539
"ranker_{""alpha"": 0.05}_orderer_{""k"": 2}_tiler_{""word_limit"": 175}_rouge_{}_",0.3071508071820666
"ranker_{""alpha"": 0.05}_orderer_{""k"": 2}_tiler_{""word_limit"": 125}_rouge_{}_",0.3134533449710525
"ranker_{""alpha"": 0.0}_orderer_{""k"": 7}_tiler_{""word_limit"": 300}_rouge_{}_",0.3002458333923493
"ranker_{""alpha"": 0.05}_orderer_{""k"": 4}_tiler_{""word_limit"": 25}_rouge_{}_",0.2627742276303857
"ranker_{""alpha"": 0.05}_orderer_{""k"": 2}_tiler_{""word_limit"": 100}_rouge_{}_",0.31516913940040475
"ranker_{""alpha"": 0.05}_orderer_{""k"": 4}_tiler_{""word_limit"": 125}_rouge_{}_",0.3141000235338815
"ranker_{""alpha"": 0.05}_orderer_{""k"": 4}_tiler_{""word_limit"": 100}_rouge_{}_",0.31425616678651996
"ranker_{""alpha"": 0.05}_orderer_{""k"": 2}_tiler_{""word_limit"": 150}_rouge_{}_",0.31074328136084706
"ranker_{""alpha"": 0.05}_orderer_{""k"": 2}_tiler_{""word_limit"": 200}_rouge_{}_",0.3048048147471789
"ranker_{""alpha"": 0.05}_orderer_{""k"": 2}_tiler_{""word_limit"": 225}_rouge_{}_",0.3026744968155785
"ranker_{""alpha"": 0.05}_orderer_{""k"": 2}_tiler_{""word_limit"": 250}_rouge_{}_",0.30010486744477793
"ranker_{""alpha"": 0.05}_orderer_{""k"": 4}_tiler_{""word_limit"": 150}_rouge_{}_",0.31194100725086016
"ranker_{""alpha"": 0.05}_orderer_{""k"": 4}_tiler_{""word_limit"": 175}_rouge_{}_",0.30776834510889595
"ranker_{""alpha"": 0.05}_orderer_{""k"": 4}_tiler_{""word_limit"": 225}_rouge_{}_",0.3033851232283664
"ranker_{""alpha"": 0.05}_orderer_{""k"": 3}_tiler_{""word_limit"": 25}_rouge_{}_",0.26368012289242937
"ranker_{""alpha"": 0.05}_orderer_{""k"": 2}_tiler_{""word_limit"": 275}_rouge_{}_",0.2990641730141322
"ranker_{""alpha"": 0.05}_orderer_{""k"": 2}_tiler_{""word_limit"": 300}_rouge_{}_",0.29859699708647436
"ranker_{""alpha"": 0.05}_orderer_{""k"": 5}_tiler_{""word_limit"": 25}_rouge_{}_",0.26285513674261507
"ranker_{""alpha"": 0.05}_orderer_{""k"": 3}_tiler_{""word_limit"": 50}_rouge_{}_",0.3065749187215131
"ranker_{""alpha"": 0.05}_orderer_{""k"": 4}_tiler_{""word_limit"": 200}_rouge_{}_",0.3060789286097475
"ranker_{""alpha"": 0.05}_orderer_{""k"": 3}_tiler_{""word_limit"": 100}_rouge_{}_",0.31624070778175645
"ranker_{""alpha"": 0.05}_orderer_{""k"": 3}_tiler_{""word_limit"": 75}_rouge_{}_",0.31293226042978145
"ranker_{""alpha"": 0.05}_orderer_{""k"": 3}_tiler_{""word_limit"": 125}_rouge_{}_",0.31390505402044033
"ranker_{""alpha"": 0.05}_orderer_{""k"": 4}_tiler_{""word_limit"": 300}_rouge_{}_",0.29868077712305285
"ranker_{""alpha"": 0.05}_orderer_{""k"": 4}_tiler_{""word_limit"": 275}_rouge_{}_",0.2993246557256604
"ranker_{""alpha"": 0.05}_orderer_{""k"": 3}_tiler_{""word_limit"": 150}_rouge_{}_",0.3108588345730983
"ranker_{""alpha"": 0.05}_orderer_{""k"": 5}_tiler_{""word_limit"": 75}_rouge_{}_",0.3136747742845142
"ranker_{""alpha"": 0.05}_orderer_{""k"": 4}_tiler_{""word_limit"": 250}_rouge_{}_",0.3011503580042005
"ranker_{""alpha"": 0.05}_orderer_{""k"": 5}_tiler_{""word_limit"": 125}_rouge_{}_",0.3146769375149595
"ranker_{""alpha"": 0.05}_orderer_{""k"": 5}_tiler_{""word_limit"": 100}_rouge_{}_",0.3152943945849988
"ranker_{""alpha"": 0.05}_orderer_{""k"": 6}_tiler_{""word_limit"": 25}_rouge_{}_",0.2607059798419656
"ranker_{""alpha"": 0.05}_orderer_{""k"": 5}_tiler_{""word_limit"": 50}_rouge_{}_",0.30783922380088824
"ranker_{""alpha"": 0.05}_orderer_{""k"": 3}_tiler_{""word_limit"": 175}_rouge_{}_",0.30791155979539486
"ranker_{""alpha"": 0.05}_orderer_{""k"": 3}_tiler_{""word_limit"": 300}_rouge_{}_",0.29877184256975553
"ranker_{""alpha"": 0.05}_orderer_{""k"": 3}_tiler_{""word_limit"": 200}_rouge_{}_",0.30477589075184547
"ranker_{""alpha"": 0.05}_orderer_{""k"": 3}_tiler_{""word_limit"": 225}_rouge_{}_",0.30255858033130983
"ranker_{""alpha"": 0.05}_orderer_{""k"": 3}_tiler_{""word_limit"": 250}_rouge_{}_",0.3004363213943737
"ranker_{""alpha"": 0.05}_orderer_{""k"": 6}_tiler_{""word_limit"": 100}_rouge_{}_",0.31516913940040475
"ranker_{""alpha"": 0.05}_orderer_{""k"": 5}_tiler_{""word_limit"": 150}_rouge_{}_",0.3121753219624284
"ranker_{""alpha"": 0.05}_orderer_{""k"": 5}_tiler_{""word_limit"": 175}_rouge_{}_",0.3085132315945421
"ranker_{""alpha"": 0.05}_orderer_{""k"": 6}_tiler_{""word_limit"": 50}_rouge_{}_",0.3037622227444258
"ranker_{""alpha"": 0.05}_orderer_{""k"": 3}_tiler_{""word_limit"": 275}_rouge_{}_",0.299127108789437
"ranker_{""alpha"": 0.05}_orderer_{""k"": 7}_tiler_{""word_limit"": 25}_rouge_{}_",0.2627742276303857
"ranker_{""alpha"": 0.05}_orderer_{""k"": 6}_tiler_{""word_limit"": 150}_rouge_{}_",0.31074328136084706
"ranker_{""alpha"": 0.05}_orderer_{""k"": 6}_tiler_{""word_limit"": 75}_rouge_{}_",0.3121010787924576
"ranker_{""alpha"": 0.05}_orderer_{""k"": 7}_tiler_{""word_limit"": 75}_rouge_{}_",0.31417798544045805
"ranker_{""alpha"": 0.05}_orderer_{""k"": 5}_tiler_{""word_limit"": 200}_rouge_{}_",0.30554516460146003
"ranker_{""alpha"": 0.05}_orderer_{""k"": 5}_tiler_{""word_limit"": 250}_rouge_{}_",0.300970874696395
"ranker_{""alpha"": 0.05}_orderer_{""k"": 6}_tiler_{""word_limit"": 125}_rouge_{}_",0.3134533449710525
"ranker_{""alpha"": 0.05}_orderer_{""k"": 7}_tiler_{""word_limit"": 50}_rouge_{}_",0.3035951798948948
"ranker_{""alpha"": 0.05}_orderer_{""k"": 5}_tiler_{""word_limit"": 225}_rouge_{}_",0.3025568721829016
"ranker_{""alpha"": 0.05}_orderer_{""k"": 7}_tiler_{""word_limit"": 100}_rouge_{}_",0.31425616678651996
"ranker_{""alpha"": 0.05}_orderer_{""k"": 6}_tiler_{""word_limit"": 200}_rouge_{}_",0.3048048147471789
"ranker_{""alpha"": 0.05}_orderer_{""k"": 5}_tiler_{""word_limit"": 275}_rouge_{}_",0.2996013166376528
"ranker_{""alpha"": 0.05}_orderer_{""k"": 8}_tiler_{""word_limit"": 50}_rouge_{}_",0.3065749187215131
"ranker_{""alpha"": 0.05}_orderer_{""k"": 6}_tiler_{""word_limit"": 225}_rouge_{}_",0.3026744968155785
"ranker_{""alpha"": 0.05}_orderer_{""k"": 7}_tiler_{""word_limit"": 150}_rouge_{}_",0.31194100725086016
"ranker_{""alpha"": 0.05}_orderer_{""k"": 5}_tiler_{""word_limit"": 300}_rouge_{}_",0.2988791842878792
"ranker_{""alpha"": 0.05}_orderer_{""k"": 8}_tiler_{""word_limit"": 25}_rouge_{}_",0.26368012289242937
"ranker_{""alpha"": 0.05}_orderer_{""k"": 6}_tiler_{""word_limit"": 175}_rouge_{}_",0.3071508071820666
"ranker_{""alpha"": 0.05}_orderer_{""k"": 8}_tiler_{""word_limit"": 75}_rouge_{}_",0.31293226042978145
"ranker_{""alpha"": 0.05}_orderer_{""k"": 6}_tiler_{""word_limit"": 250}_rouge_{}_",0.30010486744477793
"ranker_{""alpha"": 0.05}_orderer_{""k"": 7}_tiler_{""word_limit"": 125}_rouge_{}_",0.3141000235338815
"ranker_{""alpha"": 0.05}_orderer_{""k"": 7}_tiler_{""word_limit"": 175}_rouge_{}_",0.30776834510889595
"ranker_{""alpha"": 0.05}_orderer_{""k"": 7}_tiler_{""word_limit"": 200}_rouge_{}_",0.3060789286097475
"ranker_{""alpha"": 0.05}_orderer_{""k"": 7}_tiler_{""word_limit"": 225}_rouge_{}_",0.3033851232283664
"ranker_{""alpha"": 0.05}_orderer_{""k"": 6}_tiler_{""word_limit"": 300}_rouge_{}_",0.29859699708647436
"ranker_{""alpha"": 0.05}_orderer_{""k"": 6}_tiler_{""word_limit"": 275}_rouge_{}_",0.2990641730141322
"ranker_{""alpha"": 0.05}_orderer_{""k"": 8}_tiler_{""word_limit"": 150}_rouge_{}_",0.3108588345730983
"ranker_{""alpha"": 0.05}_orderer_{""k"": 8}_tiler_{""word_limit"": 250}_rouge_{}_",0.3004363213943737
"ranker_{""alpha"": 0.05}_orderer_{""k"": 8}_tiler_{""word_limit"": 100}_rouge_{}_",0.31624070778175645
"ranker_{""alpha"": 0.05}_orderer_{""k"": 9}_tiler_{""word_limit"": 25}_rouge_{}_",0.26285513674261507
"ranker_{""alpha"": 0.05}_orderer_{""k"": 7}_tiler_{""word_limit"": 275}_rouge_{}_",0.2993246557256604
"ranker_{""alpha"": 0.05}_orderer_{""k"": 8}_tiler_{""word_limit"": 125}_rouge_{}_",0.31390505402044033
"ranker_{""alpha"": 0.1}_orderer_{""k"": 2}_tiler_{""word_limit"": 25}_rouge_{}_",0.26480059623684365
"ranker_{""alpha"": 0.05}_orderer_{""k"": 7}_tiler_{""word_limit"": 250}_rouge_{}_",0.3011503580042005
"ranker_{""alpha"": 0.05}_orderer_{""k"": 8}_tiler_{""word_limit"": 175}_rouge_{}_",0.30791155979539486
"ranker_{""alpha"": 0.05}_orderer_{""k"": 9}_tiler_{""word_limit"": 50}_rouge_{}_",0.30783922380088824
"ranker_{""alpha"": 0.05}_orderer_{""k"": 8}_tiler_{""word_limit"": 275}_rouge_{}_",0.299127108789437
"ranker_{""alpha"": 0.05}_orderer_{""k"": 8}_tiler_{""word_limit"": 200}_rouge_{}_",0.30477589075184547
"ranker_{""alpha"": 0.05}_orderer_{""k"": 7}_tiler_{""word_limit"": 300}_rouge_{}_",0.29868077712305285
"ranker_{""alpha"": 0.05}_orderer_{""k"": 9}_tiler_{""word_limit"": 125}_rouge_{}_",0.3146769375149595
"ranker_{""alpha"": 0.05}_orderer_{""k"": 9}_tiler_{""word_limit"": 150}_rouge_{}_",0.3121753219624284
"ranker_{""alpha"": 0.05}_orderer_{""k"": 9}_tiler_{""word_limit"": 100}_rouge_{}_",0.3152943945849988
"ranker_{""alpha"": 0.1}_orderer_{""k"": 2}_tiler_{""word_limit"": 50}_rouge_{}_",0.3043336613793834
"ranker_{""alpha"": 0.05}_orderer_{""k"": 8}_tiler_{""word_limit"": 300}_rouge_{}_",0.29877184256975553
"ranker_{""alpha"": 0.05}_orderer_{""k"": 9}_tiler_{""word_limit"": 75}_rouge_{}_",0.3136747742845142
"ranker_{""alpha"": 0.05}_orderer_{""k"": 8}_tiler_{""word_limit"": 225}_rouge_{}_",0.30255858033130983
"ranker_{""alpha"": 0.1}_orderer_{""k"": 2}_tiler_{""word_limit"": 100}_rouge_{}_",0.3146560110464459
"ranker_{""alpha"": 0.05}_orderer_{""k"": 9}_tiler_{""word_limit"": 275}_rouge_{}_",0.2996013166376528
"ranker_{""alpha"": 0.1}_orderer_{""k"": 2}_tiler_{""word_limit"": 125}_rouge_{}_",0.31436953204575
"ranker_{""alpha"": 0.05}_orderer_{""k"": 9}_tiler_{""word_limit"": 175}_rouge_{}_",0.3085132315945421
"ranker_{""alpha"": 0.05}_orderer_{""k"": 9}_tiler_{""word_limit"": 225}_rouge_{}_",0.3025568721829016
"ranker_{""alpha"": 0.05}_orderer_{""k"": 10}_tiler_{""word_limit"": 25}_rouge_{}_",0.2607059798419656
"ranker_{""alpha"": 0.1}_orderer_{""k"": 2}_tiler_{""word_limit"": 75}_rouge_{}_",0.3152036321692881
"ranker_{""alpha"": 0.1}_orderer_{""k"": 2}_tiler_{""word_limit"": 150}_rouge_{}_",0.31166304707397824
"ranker_{""alpha"": 0.05}_orderer_{""k"": 9}_tiler_{""word_limit"": 250}_rouge_{}_",0.300970874696395
"ranker_{""alpha"": 0.05}_orderer_{""k"": 9}_tiler_{""word_limit"": 200}_rouge_{}_",0.30554516460146003
"ranker_{""alpha"": 0.1}_orderer_{""k"": 2}_tiler_{""word_limit"": 200}_rouge_{}_",0.305588845523117
"ranker_{""alpha"": 0.1}_orderer_{""k"": 2}_tiler_{""word_limit"": 225}_rouge_{}_",0.30284189568037884
"ranker_{""alpha"": 0.05}_orderer_{""k"": 9}_tiler_{""word_limit"": 300}_rouge_{}_",0.2988791842878792
"ranker_{""alpha"": 0.05}_orderer_{""k"": 10}_tiler_{""word_limit"": 75}_rouge_{}_",0.3121010787924576
"ranker_{""alpha"": 0.05}_orderer_{""k"": 10}_tiler_{""word_limit"": 50}_rouge_{}_",0.3037622227444258
"ranker_{""alpha"": 0.05}_orderer_{""k"": 10}_tiler_{""word_limit"": 125}_rouge_{}_",0.3134533449710525
"ranker_{""alpha"": 0.05}_orderer_{""k"": 10}_tiler_{""word_limit"": 150}_rouge_{}_",0.31074328136084706
"ranker_{""alpha"": 0.1}_orderer_{""k"": 2}_tiler_{""word_limit"": 175}_rouge_{}_",0.307158122055131
