configuration,average
"ranker_{""alpha"": 0.0}_orderer_{""k"": 2}_tiler_{""word_limit"": 150}_rouge_{}_",0.31036471487849787
"ranker_{""alpha"": 0.0}_orderer_{""k"": 2}_tiler_{""word_limit"": 175}_rouge_{}_",0.30834546554408176
"ranker_{""alpha"": 0.0}_orderer_{""k"": 2}_tiler_{""word_limit"": 200}_rouge_{}_",0.3058587709561911
"ranker_{""alpha"": 0.0}_orderer_{""k"": 2}_tiler_{""word_limit"": 225}_rouge_{}_",0.3034098930276957
"ranker_{""alpha"": 0.0}_orderer_{""k"": 2}_tiler_{""word_limit"": 275}_rouge_{}_",0.3001892129557177
"ranker_{""alpha"": 0.0}_orderer_{""k"": 5}_tiler_{""word_limit"": 25}_rouge_{}_",0.26040053313495026
"ranker_{""alpha"": 0.0}_orderer_{""k"": 2}_tiler_{""word_limit"": 250}_rouge_{}_",0.30139662816715934
"ranker_{""alpha"": 0.0}_orderer_{""k"": 5}_tiler_{""word_limit"": 50}_rouge_{}_",0.30356412726379345
"ranker_{""alpha"": 0.0}_orderer_{""k"": 5}_tiler_{""word_limit"": 75}_rouge_{}_",0.31009235931561957
"ranker_{""alpha"": 0.0}_orderer_{""k"": 5}_tiler_{""word_limit"": 100}_rouge_{}_",0.3134510606720085
"ranker_{""alpha"": 0.0}_orderer_{""k"": 2}_tiler_{""word_limit"": 300}_rouge_{}_",0.2997712078137592
"ranker_{""alpha"": 0.0}_orderer_{""k"": 5}_tiler_{""word_limit"": 125}_rouge_{}_",0.31398492604678946
"ranker_{""alpha"": 0.0}_orderer_{""k"": 5}_tiler_{""word_limit"": 150}_rouge_{}_",0.31108852735354287
"ranker_{""alpha"": 0.0}_orderer_{""k"": 5}_tiler_{""word_limit"": 175}_rouge_{}_",0.30820139349205566
"ranker_{""alpha"": 0.0}_orderer_{""k"": 5}_tiler_{""word_limit"": 200}_rouge_{}_",0.3069726174859257
"ranker_{""alpha"": 0.0}_orderer_{""k"": 5}_tiler_{""word_limit"": 225}_rouge_{}_",0.3039556018007215
"ranker_{""alpha"": 0.0}_orderer_{""k"": 5}_tiler_{""word_limit"": 250}_rouge_{}_",0.30209371238051763
"ranker_{""alpha"": 0.0}_orderer_{""k"": 3}_tiler_{""word_limit"": 25}_rouge_{}_",0.25925006222268415
"ranker_{""alpha"": 0.0}_orderer_{""k"": 3}_tiler_{""word_limit"": 50}_rouge_{}_",0.3022675611000485
"ranker_{""alpha"": 0.0}_orderer_{""k"": 5}_tiler_{""word_limit"": 275}_rouge_{}_",0.3010973417285715
"ranker_{""alpha"": 0.0}_orderer_{""k"": 3}_tiler_{""word_limit"": 75}_rouge_{}_",0.3114018060532553
"ranker_{""alpha"": 0.0}_orderer_{""k"": 3}_tiler_{""word_limit"": 100}_rouge_{}_",0.31318097542666373
"ranker_{""alpha"": 0.0}_orderer_{""k"": 5}_tiler_{""word_limit"": 300}_rouge_{}_",0.29966903868287476
"ranker_{""alpha"": 0.0}_orderer_{""k"": 3}_tiler_{""word_limit"": 125}_rouge_{}_",0.3148210464439586
"ranker_{""alpha"": 0.0}_orderer_{""k"": 3}_tiler_{""word_limit"": 150}_rouge_{}_",0.3124559091373622
"ranker_{""alpha"": 0.0}_orderer_{""k"": 3}_tiler_{""word_limit"": 175}_rouge_{}_",0.3098719794865556
"ranker_{""alpha"": 0.0}_orderer_{""k"": 3}_tiler_{""word_limit"": 200}_rouge_{}_",0.30677860556630443
"ranker_{""alpha"": 0.0}_orderer_{""k"": 3}_tiler_{""word_limit"": 225}_rouge_{}_",0.3049922727743902
"ranker_{""alpha"": 0.0}_orderer_{""k"": 7}_tiler_{""word_limit"": 25}_rouge_{}_",0.25906829528363845
"ranker_{""alpha"": 0.0}_orderer_{""k"": 3}_tiler_{""word_limit"": 250}_rouge_{}_",0.3025607277617389
"ranker_{""alpha"": 0.0}_orderer_{""k"": 7}_tiler_{""word_limit"": 50}_rouge_{}_",0.3031668148129368
"ranker_{""alpha"": 0.0}_orderer_{""k"": 3}_tiler_{""word_limit"": 275}_rouge_{}_",0.3011944560708034
"ranker_{""alpha"": 0.0}_orderer_{""k"": 7}_tiler_{""word_limit"": 75}_rouge_{}_",0.31017636443557994
"ranker_{""alpha"": 0.0}_orderer_{""k"": 3}_tiler_{""word_limit"": 300}_rouge_{}_",0.3001598466991957
"ranker_{""alpha"": 0.0}_orderer_{""k"": 7}_tiler_{""word_limit"": 100}_rouge_{}_",0.31088947880636414
"ranker_{""alpha"": 0.0}_orderer_{""k"": 7}_tiler_{""word_limit"": 125}_rouge_{}_",0.312409032419559
"ranker_{""alpha"": 0.0}_orderer_{""k"": 7}_tiler_{""word_limit"": 150}_rouge_{}_",0.31036471487849787
"ranker_{""alpha"": 0.0}_orderer_{""k"": 7}_tiler_{""word_limit"": 175}_rouge_{}_",0.30834546554408176
"ranker_{""alpha"": 0.0}_orderer_{""k"": 7}_tiler_{""word_limit"": 200}_rouge_{}_",0.3058587709561911
"ranker_{""alpha"": 0.0}_orderer_{""k"": 7}_tiler_{""word_limit"": 225}_rouge_{}_",0.3034098930276957
"ranker_{""alpha"": 0.0}_orderer_{""k"": 6}_tiler_{""word_limit"": 25}_rouge_{}_",0.26157385795748195
"ranker_{""alpha"": 0.0}_orderer_{""k"": 7}_tiler_{""word_limit"": 250}_rouge_{}_",0.30139662816715934
"ranker_{""alpha"": 0.0}_orderer_{""k"": 6}_tiler_{""word_limit"": 50}_rouge_{}_",0.30613848296125273
"ranker_{""alpha"": 0.0}_orderer_{""k"": 7}_tiler_{""word_limit"": 275}_rouge_{}_",0.3001892129557177
"ranker_{""alpha"": 0.0}_orderer_{""k"": 6}_tiler_{""word_limit"": 100}_rouge_{}_",0.3133136047053986
"ranker_{""alpha"": 0.0}_orderer_{""k"": 6}_tiler_{""word_limit"": 75}_rouge_{}_",0.31210842912404196
"ranker_{""alpha"": 0.0}_orderer_{""k"": 7}_tiler_{""word_limit"": 300}_rouge_{}_",0.2997712078137592
"ranker_{""alpha"": 0.0}_orderer_{""k"": 6}_tiler_{""word_limit"": 125}_rouge_{}_",0.31382556717579674
"ranker_{""alpha"": 0.0}_orderer_{""k"": 6}_tiler_{""word_limit"": 150}_rouge_{}_",0.31015909734818875
"ranker_{""alpha"": 0.0}_orderer_{""k"": 6}_tiler_{""word_limit"": 175}_rouge_{}_",0.30896455896278324
"ranker_{""alpha"": 0.0}_orderer_{""k"": 6}_tiler_{""word_limit"": 200}_rouge_{}_",0.30549891566805787
"ranker_{""alpha"": 0.0}_orderer_{""k"": 6}_tiler_{""word_limit"": 225}_rouge_{}_",0.30343816758125064
"ranker_{""alpha"": 0.0}_orderer_{""k"": 9}_tiler_{""word_limit"": 25}_rouge_{}_",0.25925006222268415
"ranker_{""alpha"": 0.0}_orderer_{""k"": 6}_tiler_{""word_limit"": 250}_rouge_{}_",0.3013250783771456
"ranker_{""alpha"": 0.0}_orderer_{""k"": 9}_tiler_{""word_limit"": 50}_rouge_{}_",0.3022675611000485
"ranker_{""alpha"": 0.0}_orderer_{""k"": 6}_tiler_{""word_limit"": 275}_rouge_{}_",0.30076508136191543
"ranker_{""alpha"": 0.0}_orderer_{""k"": 9}_tiler_{""word_limit"": 75}_rouge_{}_",0.3114018060532553
"ranker_{""alpha"": 0.0}_orderer_{""k"": 9}_tiler_{""word_limit"": 100}_rouge_{}_",0.31318097542666373
"ranker_{""alpha"": 0.0}_orderer_{""k"": 6}_tiler_{""word_limit"": 300}_rouge_{}_",0.30005734644745535
"ranker_{""alpha"": 0.0}_orderer_{""k"": 9}_tiler_{""word_limit"": 125}_rouge_{}_",0.3148210464439586
"ranker_{""alpha"": 0.0}_orderer_{""k"": 9}_tiler_{""word_limit"": 150}_rouge_{}_",0.3124559091373622
"ranker_{""alpha"": 0.0}_orderer_{""k"": 9}_tiler_{""word_limit"": 175}_rouge_{}_",0.3098719794865556
"ranker_{""alpha"": 0.0}_orderer_{""k"": 9}_tiler_{""word_limit"": 200}_rouge_{}_",0.30677860556630443
"ranker_{""alpha"": 0.0}_orderer_{""k"": 9}_tiler_{""word_limit"": 225}_rouge_{}_",0.3049922727743902
"ranker_{""alpha"": 0.0}_orderer_{""k"": 8}_tiler_{""word_limit"": 25}_rouge_{}_",0.26040053313495026
"ranker_{""alpha"": 0.0}_orderer_{""k"": 9}_tiler_{""word_limit"": 250}_rouge_{}_",0.3025607277617389
"ranker_{""alpha"": 0.0}_orderer_{""k"": 8}_tiler_{""word_limit"": 50}_rouge_{}_",0.30356412726379345
"ranker_{""alpha"": 0.0}_orderer_{""k"": 9}_tiler_{""word_limit"": 275}_rouge_{}_",0.3011944560708034
"ranker_{""alpha"": 0.0}_orderer_{""k"": 8}_tiler_{""word_limit"": 75}_rouge_{}_",0.31009235931561957
"ranker_{""alpha"": 0.0}_orderer_{""k"": 9}_tiler_{""word_limit"": 300}_rouge_{}_",0.3001598466991957
"ranker_{""alpha"": 0.0}_orderer_{""k"": 8}_tiler_{""word_limit"": 100}_rouge_{}_",0.3134510606720085
"ranker_{""alpha"": 0.0}_orderer_{""k"": 8}_tiler_{""word_limit"": 125}_rouge_{}_",0.31398492604678946
"ranker_{""alpha"": 0.0}_orderer_{""k"": 8}_tiler_{""word_limit"": 150}_rouge_{}_",0.31108852735354287
"ranker_{""alpha"": 0.0}_orderer_{""k"": 8}_tiler_{""word_limit"": 175}_rouge_{}_",0.30820139349205566
"ranker_{""alpha"": 0.0}_orderer_{""k"": 8}_tiler_{""word_limit"": 200}_rouge_{}_",0.3069726174859257
"ranker_{""alpha"": 0.0}_orderer_{""k"": 8}_tiler_{""word_limit"": 225}_rouge_{}_",0.3039556018007215
"ranker_{""alpha"": 0.0}_orderer_{""k"": 10}_tiler_{""word_limit"": 25}_rouge_{}_",0.25906829528363845
"ranker_{""alpha"": 0.0}_orderer_{""k"": 10}_tiler_{""word_limit"": 50}_rouge_{}_",0.3031668148129368
"ranker_{""alpha"": 0.0}_orderer_{""k"": 8}_tiler_{""word_limit"": 250}_rouge_{}_",0.30209371238051763
"ranker_{""alpha"": 0.0}_orderer_{""k"": 8}_tiler_{""word_limit"": 275}_rouge_{}_",0.3010973417285715
"ranker_{""alpha"": 0.0}_orderer_{""k"": 10}_tiler_{""word_limit"": 75}_rouge_{}_",0.31017636443557994
"ranker_{""alpha"": 0.0}_orderer_{""k"": 10}_tiler_{""word_limit"": 100}_rouge_{}_",0.31088947880636414
"ranker_{""alpha"": 0.0}_orderer_{""k"": 10}_tiler_{""word_limit"": 125}_rouge_{}_",0.312409032419559
"ranker_{""alpha"": 0.0}_orderer_{""k"": 8}_tiler_{""word_limit"": 300}_rouge_{}_",0.29966903868287476
"ranker_{""alpha"": 0.0}_orderer_{""k"": 10}_tiler_{""word_limit"": 150}_rouge_{}_",0.31036471487849787
"ranker_{""alpha"": 0.0}_orderer_{""k"": 10}_tiler_{""word_limit"": 175}_rouge_{}_",0.30834546554408176
"ranker_{""alpha"": 0.0}_orderer_{""k"": 10}_tiler_{""word_limit"": 200}_rouge_{}_",0.3058587709561911
"ranker_{""alpha"": 0.0}_orderer_{""k"": 10}_tiler_{""word_limit"": 225}_rouge_{}_",0.3034098930276957
"ranker_{""alpha"": 0.05}_orderer_{""k"": 5}_tiler_{""word_limit"": 25}_rouge_{}_",0.25951031606467284
"ranker_{""alpha"": 0.0}_orderer_{""k"": 10}_tiler_{""word_limit"": 250}_rouge_{}_",0.30139662816715934
"ranker_{""alpha"": 0.05}_orderer_{""k"": 5}_tiler_{""word_limit"": 50}_rouge_{}_",0.30020154488866424
"ranker_{""alpha"": 0.0}_orderer_{""k"": 10}_tiler_{""word_limit"": 275}_rouge_{}_",0.3001892129557177
"ranker_{""alpha"": 0.05}_orderer_{""k"": 5}_tiler_{""word_limit"": 75}_rouge_{}_",0.3099611582173072
"ranker_{""alpha"": 0.05}_orderer_{""k"": 5}_tiler_{""word_limit"": 100}_rouge_{}_",0.3108292356251478
"ranker_{""alpha"": 0.0}_orderer_{""k"": 10}_tiler_{""word_limit"": 300}_rouge_{}_",0.2997712078137592
"ranker_{""alpha"": 0.05}_orderer_{""k"": 5}_tiler_{""word_limit"": 125}_rouge_{}_",0.31168402301807374
"ranker_{""alpha"": 0.05}_orderer_{""k"": 5}_tiler_{""word_limit"": 150}_rouge_{}_",0.30904088926931533
"ranker_{""alpha"": 0.05}_orderer_{""k"": 5}_tiler_{""word_limit"": 175}_rouge_{}_",0.30687018053538695
"ranker_{""alpha"": 0.05}_orderer_{""k"": 5}_tiler_{""word_limit"": 200}_rouge_{}_",0.30391527888332265
"ranker_{""alpha"": 0.05}_orderer_{""k"": 5}_tiler_{""word_limit"": 225}_rouge_{}_",0.30172606795449436
"ranker_{""alpha"": 0.05}_orderer_{""k"": 4}_tiler_{""word_limit"": 25}_rouge_{}_",0.25969473853518
"ranker_{""alpha"": 0.05}_orderer_{""k"": 4}_tiler_{""word_limit"": 50}_rouge_{}_",0.3031549058246206
"ranker_{""alpha"": 0.05}_orderer_{""k"": 5}_tiler_{""word_limit"": 250}_rouge_{}_",0.299938250789997
"ranker_{""alpha"": 0.05}_orderer_{""k"": 5}_tiler_{""word_limit"": 275}_rouge_{}_",0.29857284843745124
"ranker_{""alpha"": 0.05}_orderer_{""k"": 4}_tiler_{""word_limit"": 75}_rouge_{}_",0.30955840144978913
"ranker_{""alpha"": 0.05}_orderer_{""k"": 4}_tiler_{""word_limit"": 100}_rouge_{}_",0.31254976019526215
"ranker_{""alpha"": 0.05}_orderer_{""k"": 5}_tiler_{""word_limit"": 300}_rouge_{}_",0.29821381774086525
"ranker_{""alpha"": 0.05}_orderer_{""k"": 4}_tiler_{""word_limit"": 125}_rouge_{}_",0.31282728881361926
"ranker_{""alpha"": 0.05}_orderer_{""k"": 4}_tiler_{""word_limit"": 150}_rouge_{}_",0.3096423023513319
"ranker_{""alpha"": 0.05}_orderer_{""k"": 4}_tiler_{""word_limit"": 175}_rouge_{}_",0.3073296054947706
"ranker_{""alpha"": 0.05}_orderer_{""k"": 4}_tiler_{""word_limit"": 200}_rouge_{}_",0.30520660126418675
"ranker_{""alpha"": 0.05}_orderer_{""k"": 4}_tiler_{""word_limit"": 225}_rouge_{}_",0.3023914072774808
"ranker_{""alpha"": 0.05}_orderer_{""k"": 4}_tiler_{""word_limit"": 250}_rouge_{}_",0.3007068737671875
"ranker_{""alpha"": 0.05}_orderer_{""k"": 3}_tiler_{""word_limit"": 25}_rouge_{}_",0.261792244905493
"ranker_{""alpha"": 0.05}_orderer_{""k"": 3}_tiler_{""word_limit"": 50}_rouge_{}_",0.30593123885631623
"ranker_{""alpha"": 0.05}_orderer_{""k"": 4}_tiler_{""word_limit"": 275}_rouge_{}_",0.2991434465740459
"ranker_{""alpha"": 0.05}_orderer_{""k"": 3}_tiler_{""word_limit"": 75}_rouge_{}_",0.31425039154907825
"ranker_{""alpha"": 0.05}_orderer_{""k"": 3}_tiler_{""word_limit"": 100}_rouge_{}_",0.3144157626124588
"ranker_{""alpha"": 0.05}_orderer_{""k"": 4}_tiler_{""word_limit"": 300}_rouge_{}_",0.2983808419985058
"ranker_{""alpha"": 0.05}_orderer_{""k"": 3}_tiler_{""word_limit"": 125}_rouge_{}_",0.31469430845051516
"ranker_{""alpha"": 0.05}_orderer_{""k"": 3}_tiler_{""word_limit"": 150}_rouge_{}_",0.3115433821358206
"ranker_{""alpha"": 0.05}_orderer_{""k"": 3}_tiler_{""word_limit"": 175}_rouge_{}_",0.308531548276455
"ranker_{""alpha"": 0.05}_orderer_{""k"": 3}_tiler_{""word_limit"": 200}_rouge_{}_",0.3057837632527807
"ranker_{""alpha"": 0.05}_orderer_{""k"": 3}_tiler_{""word_limit"": 225}_rouge_{}_",0.3023031770852722
"ranker_{""alpha"": 0.05}_orderer_{""k"": 2}_tiler_{""word_limit"": 25}_rouge_{}_",0.25798242209358385
"ranker_{""alpha"": 0.05}_orderer_{""k"": 2}_tiler_{""word_limit"": 50}_rouge_{}_",0.3044614894936523
"ranker_{""alpha"": 0.05}_orderer_{""k"": 3}_tiler_{""word_limit"": 250}_rouge_{}_",0.30088108665040575
"ranker_{""alpha"": 0.05}_orderer_{""k"": 2}_tiler_{""word_limit"": 75}_rouge_{}_",0.3130314146256569
"ranker_{""alpha"": 0.05}_orderer_{""k"": 3}_tiler_{""word_limit"": 275}_rouge_{}_",0.29911868444857903
"ranker_{""alpha"": 0.05}_orderer_{""k"": 2}_tiler_{""word_limit"": 100}_rouge_{}_",0.312823885180142
"ranker_{""alpha"": 0.05}_orderer_{""k"": 3}_tiler_{""word_limit"": 300}_rouge_{}_",0.2985909611821006
"ranker_{""alpha"": 0.05}_orderer_{""k"": 2}_tiler_{""word_limit"": 125}_rouge_{}_",0.31341603499445636
"ranker_{""alpha"": 0.05}_orderer_{""k"": 2}_tiler_{""word_limit"": 150}_rouge_{}_",0.30980176895400563
"ranker_{""alpha"": 0.05}_orderer_{""k"": 2}_tiler_{""word_limit"": 175}_rouge_{}_",0.30737210877240073
"ranker_{""alpha"": 0.05}_orderer_{""k"": 2}_tiler_{""word_limit"": 200}_rouge_{}_",0.3041287300571488
"ranker_{""alpha"": 0.05}_orderer_{""k"": 2}_tiler_{""word_limit"": 225}_rouge_{}_",0.30163007678286025
"ranker_{""alpha"": 0.05}_orderer_{""k"": 6}_tiler_{""word_limit"": 25}_rouge_{}_",0.25951031606467284
"ranker_{""alpha"": 0.05}_orderer_{""k"": 6}_tiler_{""word_limit"": 50}_rouge_{}_",0.30020154488866424
"ranker_{""alpha"": 0.05}_orderer_{""k"": 2}_tiler_{""word_limit"": 250}_rouge_{}_",0.2998997984996297
"ranker_{""alpha"": 0.05}_orderer_{""k"": 2}_tiler_{""word_limit"": 275}_rouge_{}_",0.2992989795569868
"ranker_{""alpha"": 0.05}_orderer_{""k"": 6}_tiler_{""word_limit"": 75}_rouge_{}_",0.3099611582173072
"ranker_{""alpha"": 0.05}_orderer_{""k"": 6}_tiler_{""word_limit"": 125}_rouge_{}_",0.31168402301807374
"ranker_{""alpha"": 0.05}_orderer_{""k"": 6}_tiler_{""word_limit"": 100}_rouge_{}_",0.3108292356251478
"ranker_{""alpha"": 0.05}_orderer_{""k"": 2}_tiler_{""word_limit"": 300}_rouge_{}_",0.29849162566616183
"ranker_{""alpha"": 0.05}_orderer_{""k"": 6}_tiler_{""word_limit"": 150}_rouge_{}_",0.30904088926931533
"ranker_{""alpha"": 0.05}_orderer_{""k"": 6}_tiler_{""word_limit"": 175}_rouge_{}_",0.30687018053538695
"ranker_{""alpha"": 0.05}_orderer_{""k"": 6}_tiler_{""word_limit"": 200}_rouge_{}_",0.30391527888332265
"ranker_{""alpha"": 0.05}_orderer_{""k"": 6}_tiler_{""word_limit"": 225}_rouge_{}_",0.30172606795449436
"ranker_{""alpha"": 0.05}_orderer_{""k"": 7}_tiler_{""word_limit"": 25}_rouge_{}_",0.25969473853518
"ranker_{""alpha"": 0.05}_orderer_{""k"": 7}_tiler_{""word_limit"": 50}_rouge_{}_",0.3031549058246206
"ranker_{""alpha"": 0.05}_orderer_{""k"": 6}_tiler_{""word_limit"": 250}_rouge_{}_",0.299938250789997
"ranker_{""alpha"": 0.05}_orderer_{""k"": 6}_tiler_{""word_limit"": 275}_rouge_{}_",0.29857284843745124
"ranker_{""alpha"": 0.05}_orderer_{""k"": 7}_tiler_{""word_limit"": 75}_rouge_{}_",0.30955840144978913
"ranker_{""alpha"": 0.05}_orderer_{""k"": 7}_tiler_{""word_limit"": 125}_rouge_{}_",0.31282728881361926
"ranker_{""alpha"": 0.05}_orderer_{""k"": 7}_tiler_{""word_limit"": 100}_rouge_{}_",0.31254976019526215
"ranker_{""alpha"": 0.05}_orderer_{""k"": 6}_tiler_{""word_limit"": 300}_rouge_{}_",0.29821381774086525
"ranker_{""alpha"": 0.05}_orderer_{""k"": 7}_tiler_{""word_limit"": 150}_rouge_{}_",0.3096423023513319
"ranker_{""alpha"": 0.05}_orderer_{""k"": 7}_tiler_{""word_limit"": 175}_rouge_{}_",0.3073296054947706
"ranker_{""alpha"": 0.05}_orderer_{""k"": 7}_tiler_{""word_limit"": 200}_rouge_{}_",0.30520660126418675
"ranker_{""alpha"": 0.05}_orderer_{""k"": 7}_tiler_{""word_limit"": 225}_rouge_{}_",0.3023914072774808
"ranker_{""alpha"": 0.05}_orderer_{""k"": 7}_tiler_{""word_limit"": 250}_rouge_{}_",0.3007068737671875
"ranker_{""alpha"": 0.05}_orderer_{""k"": 8}_tiler_{""word_limit"": 25}_rouge_{}_",0.261792244905493
"ranker_{""alpha"": 0.05}_orderer_{""k"": 7}_tiler_{""word_limit"": 275}_rouge_{}_",0.2991434465740459
"ranker_{""alpha"": 0.05}_orderer_{""k"": 8}_tiler_{""word_limit"": 50}_rouge_{}_",0.30593123885631623
"ranker_{""alpha"": 0.05}_orderer_{""k"": 8}_tiler_{""word_limit"": 75}_rouge_{}_",0.31425039154907825
"ranker_{""alpha"": 0.05}_orderer_{""k"": 8}_tiler_{""word_limit"": 100}_rouge_{}_",0.3144157626124588
"ranker_{""alpha"": 0.05}_orderer_{""k"": 7}_tiler_{""word_limit"": 300}_rouge_{}_",0.2983808419985058
"ranker_{""alpha"": 0.05}_orderer_{""k"": 8}_tiler_{""word_limit"": 125}_rouge_{}_",0.31469430845051516
"ranker_{""alpha"": 0.05}_orderer_{""k"": 8}_tiler_{""word_limit"": 150}_rouge_{}_",0.3115433821358206
"ranker_{""alpha"": 0.05}_orderer_{""k"": 8}_tiler_{""word_limit"": 175}_rouge_{}_",0.308531548276455
"ranker_{""alpha"": 0.05}_orderer_{""k"": 8}_tiler_{""word_limit"": 200}_rouge_{}_",0.3057837632527807
"ranker_{""alpha"": 0.05}_orderer_{""k"": 8}_tiler_{""word_limit"": 250}_rouge_{}_",0.30088108665040575
"ranker_{""alpha"": 0.05}_orderer_{""k"": 8}_tiler_{""word_limit"": 225}_rouge_{}_",0.3023031770852722
"ranker_{""alpha"": 0.05}_orderer_{""k"": 9}_tiler_{""word_limit"": 25}_rouge_{}_",0.25798242209358385
"ranker_{""alpha"": 0.05}_orderer_{""k"": 8}_tiler_{""word_limit"": 275}_rouge_{}_",0.29911868444857903
"ranker_{""alpha"": 0.05}_orderer_{""k"": 9}_tiler_{""word_limit"": 50}_rouge_{}_",0.3044614894936523
"ranker_{""alpha"": 0.05}_orderer_{""k"": 9}_tiler_{""word_limit"": 75}_rouge_{}_",0.3130314146256569
"ranker_{""alpha"": 0.05}_orderer_{""k"": 9}_tiler_{""word_limit"": 100}_rouge_{}_",0.312823885180142
"ranker_{""alpha"": 0.05}_orderer_{""k"": 8}_tiler_{""word_limit"": 300}_rouge_{}_",0.2985909611821006
"ranker_{""alpha"": 0.05}_orderer_{""k"": 9}_tiler_{""word_limit"": 125}_rouge_{}_",0.31341603499445636
"ranker_{""alpha"": 0.05}_orderer_{""k"": 9}_tiler_{""word_limit"": 150}_rouge_{}_",0.30980176895400563
"ranker_{""alpha"": 0.05}_orderer_{""k"": 9}_tiler_{""word_limit"": 175}_rouge_{}_",0.30737210877240073
"ranker_{""alpha"": 0.05}_orderer_{""k"": 9}_tiler_{""word_limit"": 200}_rouge_{}_",0.3041287300571488
"ranker_{""alpha"": 0.05}_orderer_{""k"": 9}_tiler_{""word_limit"": 225}_rouge_{}_",0.30163007678286025
"ranker_{""alpha"": 0.05}_orderer_{""k"": 10}_tiler_{""word_limit"": 25}_rouge_{}_",0.25951031606467284
"ranker_{""alpha"": 0.05}_orderer_{""k"": 9}_tiler_{""word_limit"": 250}_rouge_{}_",0.2998997984996297
"ranker_{""alpha"": 0.05}_orderer_{""k"": 9}_tiler_{""word_limit"": 275}_rouge_{}_",0.2992989795569868
"ranker_{""alpha"": 0.05}_orderer_{""k"": 10}_tiler_{""word_limit"": 50}_rouge_{}_",0.30020154488866424
"ranker_{""alpha"": 0.05}_orderer_{""k"": 10}_tiler_{""word_limit"": 75}_rouge_{}_",0.3099611582173072
"ranker_{""alpha"": 0.05}_orderer_{""k"": 10}_tiler_{""word_limit"": 100}_rouge_{}_",0.3108292356251478
"ranker_{""alpha"": 0.05}_orderer_{""k"": 9}_tiler_{""word_limit"": 300}_rouge_{}_",0.29849162566616183
"ranker_{""alpha"": 0.05}_orderer_{""k"": 10}_tiler_{""word_limit"": 125}_rouge_{}_",0.31168402301807374
"ranker_{""alpha"": 0.05}_orderer_{""k"": 10}_tiler_{""word_limit"": 150}_rouge_{}_",0.30904088926931533
"ranker_{""alpha"": 0.05}_orderer_{""k"": 10}_tiler_{""word_limit"": 175}_rouge_{}_",0.30687018053538695
"ranker_{""alpha"": 0.05}_orderer_{""k"": 10}_tiler_{""word_limit"": 200}_rouge_{}_",0.30391527888332265
"ranker_{""alpha"": 0.05}_orderer_{""k"": 10}_tiler_{""word_limit"": 225}_rouge_{}_",0.30172606795449436
"ranker_{""alpha"": 0.1}_orderer_{""k"": 4}_tiler_{""word_limit"": 25}_rouge_{}_",0.25905136793220285
"ranker_{""alpha"": 0.05}_orderer_{""k"": 10}_tiler_{""word_limit"": 250}_rouge_{}_",0.299938250789997
"ranker_{""alpha"": 0.1}_orderer_{""k"": 4}_tiler_{""word_limit"": 50}_rouge_{}_",0.30417596781067663
"ranker_{""alpha"": 0.05}_orderer_{""k"": 10}_tiler_{""word_limit"": 275}_rouge_{}_",0.29857284843745124
"ranker_{""alpha"": 0.1}_orderer_{""k"": 4}_tiler_{""word_limit"": 75}_rouge_{}_",0.3125644657243347
